,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,MedalEarned,PreviousMedals,Height_div_avg,Weight_div_avg,Age_div_avg
210139,105496,Hiroyuki Sano,M,23.0,178.0,68.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Pole Vault,,0,0,-2.32,-5.85,-2.6
210155,105508,Idrissa Sanou,M,23.0,188.0,88.0,Burkina Faso,BUR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,6.51,11.55,-3.03
210156,105508,Idrissa Sanou,M,27.0,188.0,88.0,Burkina Faso,BUR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,6.38,11.12,0.83
210157,105508,Idrissa Sanou,M,31.0,188.0,88.0,Burkina Faso,BUR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,,0,0,6.43,11.27,4.82
210158,105509,Oliver Sanou,M,21.0,185.0,85.0,Burkina Faso,BUR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's High Jump,,0,0,3.94,9.69,-4.95
210159,105509,Oliver Sanou,M,29.0,185.0,85.0,Burkina Faso,BUR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Triple Jump,,0,0,3.38,8.12,2.83
210163,105513,Alain Sans,M,27.0,178.0,70.0,France,FRA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 800 metres,,0,0,-1.02,-2.84,1.77
210184,105524,Carlos Yohelin Santa Ramrez,M,22.0,183.0,77.0,Dominican Republic,DOM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,1.51,0.55,-4.03
210185,105524,Carlos Yohelin Santa Ramrez,M,26.0,183.0,77.0,Dominican Republic,DOM,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,1.38,0.12,-0.17
210186,105524,Carlos Yohelin Santa Ramrez,M,30.0,183.0,77.0,Dominican Republic,DOM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,1.43,0.27,3.82
210190,105528,Jos Santa Cruz Campos,M,26.0,186.0,100.0,Cuba,CUB,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Discus Throw,,0,0,6.5,27.93,1.14
210399,105640,Lugueln Miguel Santos Aquino,M,18.0,173.0,58.0,Dominican Republic,DOM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres,Silver,1,0,-8.84,-18.87,-8.29
210400,105640,Lugueln Miguel Santos Aquino,M,18.0,173.0,58.0,Dominican Republic,DOM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,,0,1,-8.84,-18.87,-8.29
210401,105640,Lugueln Miguel Santos Aquino,M,22.0,173.0,58.0,Dominican Republic,DOM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,,0,1,-7.9,-16.48,-4.61
210402,105640,Lugueln Miguel Santos Aquino,M,22.0,173.0,58.0,Dominican Republic,DOM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,,0,1,-7.9,-16.48,-4.61
210417,105650,Rafael Antonio Santos Cisneros,M,24.0,165.0,63.0,El Salvador,ESA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,0,0,-14.07,-9.88,-1.23
210418,105651,Raimundo Sousa Santos,M,24.0,172.0,58.0,Portugal,POR,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 5,000 metres",,0,0,-8.32,-15.85,-1.6
210480,105690,Vladislav Vladimirovich Sapeya,M,25.0,174.0,73.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,0,0,-5.07,0.12,-0.23
210481,105690,Vladislav Vladimirovich Sapeya,M,25.0,174.0,73.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,-5.07,0.12,-0.23
210488,105693,Kstutis apka,M,22.0,191.0,85.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,,0,0,11.98,12.16,-3.23
210515,105702,Aldwyn Sappleton,M,26.0,189.0,74.0,Jamaica,JAM,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 800 metres,,0,0,7.43,-2.73,-0.18
210536,105716,Jaime Rolando Saquipay Pai,M,25.0,165.0,61.0,Ecuador,ECU,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 20 kilometres Walk,,0,0,-16.62,-15.88,-1.17
210537,105716,Jaime Rolando Saquipay Pai,M,29.0,165.0,61.0,Ecuador,ECU,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 20 kilometres Walk,,0,0,-16.57,-15.73,2.82
210538,105716,Jaime Rolando Saquipay Pai,M,37.0,165.0,61.0,Ecuador,ECU,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,,0,0,-15.9,-13.48,10.39
210540,105718,Franco Sar,M,26.0,188.0,88.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,,0,0,9.53,15.56,0.95
210541,105718,Franco Sar,M,30.0,188.0,88.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,,0,0,9.45,15.54,4.7
210551,105723,Zlatan Saraevi,M,35.0,196.0,148.0,Bosnia and Herzegovina,BIH,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Shot Put,,0,0,15.68,74.15,9.4
210552,105724,Pyotro Sarafyniuk,M,29.0,176.0,64.0,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Marathon,,0,0,-5.06,-11.31,3.05
210613,105753,Armando Sardi,M,19.0,174.0,72.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 200 metres,,0,0,-4.47,-0.44,-6.05
210614,105753,Armando Sardi,M,19.0,174.0,72.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,-4.47,-0.44,-6.05
210618,105756,Francisco Javier Sardo Olmedo,M,18.0,176.0,64.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,-3.07,-8.88,-7.23
210652,105777,Arsen Sargsyan,M,27.0,189.0,76.0,Armenia,ARM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Long Jump,,0,0,7.16,-0.87,0.71
210698,105803,Savvas Saritzoglou,M,21.0,188.0,109.0,Greece,GRE,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Hammer Throw,,0,0,7.68,35.15,-4.6
210719,105813,Samuel Sarkpa,M,23.0,175.0,64.0,Liberia,LBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,0,0,-4.19,-7.62,-1.72
210752,105830,Hkon Srnblom,M,26.0,194.0,83.0,Norway,NOR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's High Jump,,0,0,13.68,9.15,0.4
210768,105842,Abdoulaye Sarr,M,24.0,192.0,82.0,Senegal,SEN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,,0,0,12.98,9.16,-1.23
210769,105842,Abdoulaye Sarr,M,28.0,192.0,82.0,Senegal,SEN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 110 metres Hurdles,,0,0,11.85,7.36,3.12
210770,105842,Abdoulaye Sarr,M,32.0,192.0,82.0,Senegal,SEN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 110 metres Hurdles,,0,0,12.5,9.93,7.14
210777,105845,Mamadou Sarr,M,26.0,186.0,78.0,Senegal,SEN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres Hurdles,,0,0,7.45,5.54,0.7
210778,105845,Mamadou Sarr,M,30.0,186.0,78.0,Senegal,SEN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres Hurdles,,0,0,6.93,5.12,4.77
210779,105845,Mamadou Sarr,M,30.0,186.0,78.0,Senegal,SEN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,6.93,5.12,4.77
210780,105846,Momodou Sarr,M,32.0,165.0,70.0,Gambia,GAM,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,-15.32,-3.85,6.4
210781,105846,Momodou Sarr,M,36.0,165.0,70.0,Gambia,GAM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,-16.06,-5.31,10.05
210782,105847,Youssoupha Sarr,M,21.0,184.0,70.0,Senegal,SEN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,2.51,-6.45,-5.03
210793,105855,Luis Javier Sarra Pescador,M,23.0,186.0,75.0,Spain,ESP,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,6.98,2.16,-2.23
210794,105855,Luis Javier Sarra Pescador,M,27.0,186.0,75.0,Spain,ESP,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,,0,0,5.85,0.36,2.12
210797,105857,Panagiotis Sarris,M,28.0,180.0,74.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 200 metres,,0,0,-1.62,-2.88,1.83
210798,105857,Panagiotis Sarris,M,28.0,180.0,74.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 400 metres Relay,,0,0,-1.62,-2.88,1.83
